name,0,1,2,3,4,5,6,7,8,9,10,converged
LoVoCCS-1,500.0,1263.1060583809212,,,,,,,,,,False
LoVoCCS-2,500.0,1336.3422909367157,,,,,,,,,,False
LoVoCCS-4A,500.0,1098.8410127876814,,,,,,,,,,False
LoVoCCS-4B,500.0,1027.9435134646305,1177.5507525793457,1138.068416553411,1146.7816352477157,1146.7816352477157,1146.7816352477157,1146.7816352477157,1146.7816352477157,1146.7816352477157,1146.7816352477157,True
LoVoCCS-5,500.0,1130.8417293875946,1126.920453885278,1126.412242402403,1126.747515542551,1126.747515542551,1126.747515542551,1126.747515542551,1126.747515542551,1126.747515542551,1126.747515542551,True
LoVoCCS-7,500.0,1210.2037894945731,1139.1848599063915,1161.090674704368,1151.1296525027421,1151.1296525027421,1151.1296525027421,1151.1296525027421,1151.1296525027421,1151.1296525027421,1151.1296525027421,True
LoVoCCS-9,500.0,1376.353969541873,1186.5088146843398,1294.05386898791,1216.529481737172,1216.529481737172,1216.529481737172,1216.529481737172,1216.529481737172,1216.529481737172,1216.529481737172,True
LoVoCCS-10,500.0,1163.3039351990722,1114.3444088990375,220.75416116814424,1181.3459878178542,1103.1068552651461,1103.1068552651461,1103.1068552651461,1103.1068552651461,1103.1068552651461,1103.1068552651461,True
LoVoCCS-11,500.0,1409.8358270796555,,,,,,,,,,False
LoVoCCS-12,500.0,1222.6098721671458,,,,,,,,,,False
LoVoCCS-13,500.0,968.5236787323031,933.4643854607613,941.710497803888,939.9149582259702,939.9149582259702,939.9149582259702,939.9149582259702,939.9149582259702,939.9149582259702,939.9149582259702,True
LoVoCCS-14,500.0,1237.2385363162189,,,,,,,,,,False
LoVoCCS-15,500.0,848.6316641540076,889.5976341811432,891.6971977945805,891.7068455147457,891.7068455147457,891.7068455147457,891.7068455147457,891.7068455147457,891.7068455147457,891.7068455147457,True
LoVoCCS-18,500.0,1089.2301922569025,1036.3716764946828,1054.6226113312525,1049.1085720733597,1049.1085720733597,1049.1085720733597,1049.1085720733597,1049.1085720733597,1049.1085720733597,1049.1085720733597,True
LoVoCCS-21,500.0,1090.3572373670993,,,,,,,,,,False
LoVoCCS-22,500.0,1077.2554440309677,1023.9796085644301,1021.9230542741611,1022.2687140383815,1022.2687140383815,1022.2687140383815,1022.2687140383815,1022.2687140383815,1022.2687140383815,1022.2687140383815,True
LoVoCCS-24,500.0,1083.2749206646693,1040.9662132592334,1044.6988872358008,1044.114916562719,1044.1149165627191,1044.1149165627194,1044.1149165627194,1044.1149165627194,1044.1149165627194,1044.1149165627194,True
LoVoCCS-26,500.0,1028.7861050519332,1026.8243099180504,1026.383067908965,1025.985827715498,1025.985827715498,1025.985827715498,1025.985827715498,1025.985827715498,1025.985827715498,1025.985827715498,True
LoVoCCS-27,500.0,1062.4937437497397,,,,,,,,,,False
LoVoCCS-28,500.0,1198.284753781201,914.5448146808036,1153.9291711739556,937.2792654565802,1147.0635514771557,954.4161517056516,1142.517953366887,973.3178936046813,1134.674568124102,994.4081169600241,False
LoVoCCS-29,500.0,1019.3972640326136,1027.4254755633044,1025.435332160033,1026.049209438525,1026.049209438525,1026.049209438525,1026.049209438525,1026.049209438525,1026.049209438525,1026.049209438525,True
LoVoCCS-30,500.0,859.0281408658938,,,,,,,,,,False
LoVoCCS-31,500.0,1222.5506812936842,1031.4407123494584,1121.3203039231214,1097.7874402458433,1097.7874402458433,1097.7874402458433,1097.7874402458433,1097.7874402458433,1097.7874402458433,1097.7874402458433,True
LoVoCCS-35,500.0,1119.4516298654753,1028.6865997008447,1048.8752223309627,1043.396607273663,1043.3966072736632,1043.3966072736634,1043.3966072736637,1043.396607273664,1043.396607273664,1043.396607273664,True
LoVoCCS-39,500.0,766.2223594638868,768.1150787896585,768.7776112190562,768.8505242490155,768.8505242490156,768.8505242490157,768.8505242490157,768.8505242490157,768.8505242490157,768.8505242490157,True
LoVoCCS-41A,500.0,948.1462250098203,962.6089136615151,967.6816197848716,967.3304112223645,967.3304112223645,967.3304112223645,967.3304112223645,967.3304112223645,967.3304112223645,967.3304112223645,True
LoVoCCS-41B,500.0,768.8334044863975,825.160380148906,835.5447247430492,839.0249954348675,839.0249954348675,839.0249954348675,839.0249954348675,839.0249954348675,839.0249954348675,839.0249954348675,True
LoVoCCS-42,500.0,1047.1329239779054,998.7006031074917,1023.0058776616748,1006.0692279608587,1006.0692279608587,1006.0692279608587,1006.0692279608587,1006.0692279608587,1006.0692279608587,1006.0692279608587,True
LoVoCCS-45,500.0,1135.7733955553826,1169.7709029448483,1168.5488857834716,1167.8871952687998,1167.8871952687998,1167.8871952687998,1167.8871952687998,1167.8871952687998,1167.8871952687998,1167.8871952687998,True
LoVoCCS-46A,500.0,946.7241576446958,962.5848629560869,959.2174620301679,959.8418231873574,959.8418231873574,959.8418231873574,959.8418231873574,959.8418231873574,959.8418231873574,959.8418231873574,True
LoVoCCS-46B,500.0,830.7800075569697,,,,,,,,,,False
LoVoCCS-46C,500.0,970.1469262288821,948.37396406736,952.2782204089508,951.7245679042662,951.7245679042663,951.7245679042663,951.7245679042663,951.7245679042663,951.7245679042663,951.7245679042663,True
LoVoCCS-48A,500.0,991.1948285615557,922.823041102106,942.0482455573851,943.6895909694124,943.6895909694124,943.6895909694124,943.6895909694124,943.6895909694124,943.6895909694124,943.6895909694124,True
LoVoCCS-48B,500.0,449.5494318448864,438.60201082358134,27.524520746471918,460.3086791797833,446.1104809661979,446.1104809661979,446.1104809661979,446.1104809661979,446.1104809661979,446.1104809661979,True
LoVoCCS-49,500.0,854.119484550235,846.4253451201907,846.2959437852554,846.0454471764674,846.0454471764674,846.0454471764674,846.0454471764674,846.0454471764674,846.0454471764674,846.0454471764674,True
LoVoCCS-51,500.0,960.4790461193082,957.3147634332428,957.5362350196582,957.7524886925218,957.7524886925218,957.7524886925218,957.7524886925218,957.7524886925218,957.7524886925218,957.7524886925218,True
LoVoCCS-58,500.0,733.3265152294639,726.7695407514236,722.7610902845689,725.280163442446,725.2801634424461,725.2801634424461,725.2801634424461,725.2801634424461,725.2801634424461,725.2801634424461,True
LoVoCCS-60A,500.0,1194.027584963513,1067.2932481688683,1088.0676393837512,1078.85149989747,1078.85149989747,1078.85149989747,1078.85149989747,1078.85149989747,1078.85149989747,1078.85149989747,True
LoVoCCS-60B,500.0,1139.6719720553215,1085.1355052570862,1146.9300275922603,1080.5313545406996,1080.5313545406996,1080.5313545406996,1080.5313545406996,1080.5313545406996,1080.5313545406996,1080.5313545406996,True
LoVoCCS-61,500.0,1178.196039986495,1141.56330435936,1144.9612669307146,1144.5076742535741,1144.5076742535744,1144.5076742535746,1144.5076742535748,1144.507674253575,1144.5076742535753,1144.5076742535753,True
LoVoCCS-63,500.0,1057.1641647969682,1001.0094945253995,1007.4808954050507,1006.6084478007838,1006.6084478007838,1006.6084478007838,1006.6084478007838,1006.6084478007838,1006.6084478007838,1006.6084478007838,True
LoVoCCS-65,500.0,898.408256068801,,,,,,,,,,False
LoVoCCS-66A,500.0,918.723037803782,953.6484098611221,930.3439393846228,949.7660766807718,949.7660766807718,949.7660766807718,949.7660766807718,949.7660766807718,949.7660766807718,949.7660766807718,True
LoVoCCS-66B,500.0,888.2563739110299,983.1740939847778,986.0698462413646,991.3234189122489,991.3234189122489,991.3234189122489,991.3234189122489,991.3234189122489,991.3234189122489,991.3234189122489,True
LoVoCCS-67,500.0,915.0370600634501,,,,,,,,,,False
LoVoCCS-74,500.0,974.8324005604911,959.6572483053334,960.1525621558405,960.8382600472196,960.8382600472197,960.8382600472197,960.8382600472197,960.8382600472197,960.8382600472197,960.8382600472197,True
LoVoCCS-75,500.0,827.5717263078574,809.0536921582484,808.0466762845163,808.1860317190119,808.1860317190119,808.1860317190119,808.1860317190119,808.1860317190119,808.1860317190119,808.1860317190119,True
LoVoCCS-76,500.0,821.1898140492063,820.5116678720053,820.44866523597,820.3856589500022,820.3856589500022,820.3856589500022,820.3856589500022,820.3856589500022,820.3856589500022,820.3856589500022,True
LoVoCCS-80,500.0,1062.5092561039937,1060.4163894495177,1063.4085227585167,1060.2023355524866,1060.2023355524866,1060.2023355524866,1060.2023355524866,1060.2023355524866,1060.2023355524866,1060.2023355524866,True
LoVoCCS-85,500.0,856.0089193624232,907.2995078688714,913.5164212375826,913.0428018445897,913.0428018445897,913.0428018445897,913.0428018445897,913.0428018445897,913.0428018445897,913.0428018445897,True
LoVoCCS-89,500.0,1086.7352052454005,973.2787973176111,1011.9896245728677,998.8691598106526,998.8691598106526,998.8691598106526,998.8691598106526,998.8691598106526,998.8691598106526,998.8691598106526,True
LoVoCCS-90,500.0,885.2880626483285,904.0415792394923,903.0396913653755,904.0402111116218,904.0402111116218,904.0402111116218,904.0402111116218,904.0402111116218,904.0402111116218,904.0402111116218,True
LoVoCCS-93A,500.0,1051.6754511301299,,,,,,,,,,False
LoVoCCS-93B,500.0,1108.5653679314057,899.1385812896305,1067.1411983489818,954.0307980967038,1043.9995083149247,1043.9995083149247,1043.9995083149247,1043.9995083149247,1043.9995083149247,1043.9995083149247,True
LoVoCCS-94,500.0,938.1478695932224,948.093141190072,941.8643597909103,945.624671828368,945.624671828368,945.624671828368,945.624671828368,945.624671828368,945.624671828368,945.624671828368,True
LoVoCCS-98,500.0,919.0437332289207,900.6895029493414,905.8667161983915,905.4330466628843,905.4330466628843,905.4330466628843,905.4330466628843,905.4330466628843,905.4330466628843,905.4330466628843,True
LoVoCCS-99,500.0,1048.4420871941693,,,,,,,,,,False
LoVoCCS-119,500.0,708.8107364539144,743.9221883971347,747.6715194247059,747.7223595354034,747.7223595354034,747.7223595354034,747.7223595354034,747.7223595354034,747.7223595354034,747.7223595354034,True
LoVoCCS-121,500.0,843.3652889417236,770.455985400752,807.5430647526529,792.9698225112298,792.9698225112298,792.9698225112298,792.9698225112298,792.9698225112298,792.9698225112298,792.9698225112298,True
LoVoCCS-123,500.0,959.0560805612855,955.7980440704391,962.0934068495189,953.9480995155989,953.9480995155989,953.9480995155989,953.9480995155989,953.9480995155989,953.9480995155989,953.9480995155989,True
LoVoCCS-131,500.0,958.3124805821476,999.1768898059227,999.7000788855737,999.7943818636849,999.7943818636849,999.7943818636849,999.7943818636849,999.7943818636849,999.7943818636849,999.7943818636849,True
LoVoCCS-134,500.0,976.3192842510562,838.9879264754602,900.5643390257703,875.9887489983914,875.9887489983914,875.9887489983914,875.9887489983914,875.9887489983914,875.9887489983914,875.9887489983914,True
